ProductId,Platform,IndicatorType,IndicatorValue,MatchType,ActivityRole,PathPattern,CompanyPattern,Enabled,Confidence,SourceURL,LastVerified,Notes
datto-rmm,Windows,ProcessName,AEMAgent.exe,equals,Service,,,true,VendorVerified,https://rmm.datto.com/help/de/Content/5AGENT/Agent.htm,2026-09-15,
datto-rmm,Windows,ProcessName,RMM.WebRemote.exe,equals,SessionComponent,,,true,VendorVerified,https://rmm.datto.com/help/en/Content/1INTRODUCTION/Requirements/AllowListRequirements.htm,2026-09-15,
datto-rmm,Windows,ProcessName,RMM.RTC.Proxy.exe,equals,SessionComponent,,,true,VendorVerified,https://rmm.datto.com/help/en/Content/1INTRODUCTION/Requirements/AllowListRequirements.htm,2026-09-15,
datto-rmm,Windows,ProcessName,CagService.exe,equals,Service,,,true,VendorVerified,https://rmm.datto.com/help/en/Content/1INTRODUCTION/Requirements/AllowListRequirements.htm,2026-09-15,
pulseway,Windows,SoftwareName,Pulseway,contains,Installation,,,true,VendorProduct,https://www.pulseway.com/,2026-09-15,
pulseway,Windows,ProcessName,PCMonitorSrv.exe,equals,Service,,,true,VendorCommunity,https://forum.pulseway.com/,2026-09-15,
pulseway,Windows,ProcessName,PCMonitorManager.exe,equals,Agent,,,true,VendorCommunity,https://forum.pulseway.com/,2026-09-15,
nable-take-control,Windows,SoftwareName,Take Control,contains,Installation,,,true,VendorProduct,https://documentation.n-able.com/takecontrol/userguide/Content/AV-Exclusions.htm,2026-09-15,
nable-take-control,Windows,SoftwareName,N-able Take Control,contains,Installation,,,true,VendorProduct,https://documentation.n-able.com/takecontrol/userguide/Content/AV-Exclusions.htm,2026-09-15,
nable-take-control,Windows,ProcessName,BASupSrvc.exe,equals,Service,,,true,VendorVerified,https://documentation.n-able.com/takecontrol/userguide/Content/AV-Exclusions.htm,2026-09-15,
nable-take-control,Windows,ProcessName,BASupSrvcUpdater.exe,equals,Service,,,true,VendorVerified,https://documentation.n-able.com/takecontrol/userguide/Content/AV-Exclusions.htm,2026-09-15,
nable-take-control,Windows,ProcessName,BASupSrvcCnfg.exe,equals,Agent,,,true,VendorVerified,https://documentation.n-able.com/takecontrol/userguide/Content/AV-Exclusions.htm,2026-09-15,
nable-take-control,Windows,ProcessName,BASupTSHelper.exe,equals,SessionComponent,,,true,VendorVerified,https://documentation.n-able.com/takecontrol/userguide/Content/AV-Exclusions.htm,2026-09-15,
action1,Windows,SoftwareName,Action1,contains,Installation,,,true,VendorProduct,https://www.action1.com/documentation/action1-agent/,2026-09-15,
action1,Windows,ProcessName,action1_agent.exe,equals,Service,,,true,VendorVerified,https://www.action1.com/documentation/action1-agent/,2026-09-15,
action1,Windows,ProcessName,action1_remote.exe,equals,Interactive,,,true,VendorVerified,https://www.action1.com/documentation/remote-desktop/,2026-09-15,
syncro,Windows,SoftwareName,Syncro,contains,Installation,,,true,VendorProduct,https://docs.syncromsp.com/,2026-09-15,
syncro,Windows,ProcessName,Syncro.Service.Runner.exe,equals,Service,,,true,VendorCommunity,https://community.syncromsp.com/,2026-09-15,
syncro,Windows,ProcessName,SyncroLive.Agent.Runner.exe,equals,SessionComponent,,,true,VendorCommunity,https://community.syncromsp.com/,2026-09-15,
syncro,Windows,ProcessName,Syncro.App.Runner.exe,equals,Agent,,,false,Supplemental,https://raw.githubusercontent.com/Action1Corp/Remote-Agent-Catalog/main/rmm.csv,2026-09-15,
syncro,Windows,ProcessName,SyncroLive.Agent.Service.exe,equals,Service,,,false,Supplemental,https://raw.githubusercontent.com/Action1Corp/Remote-Agent-Catalog/main/rmm.csv,2026-09-15,
syncro,Windows,ProcessName,Syncro.Access.Service.exe,equals,Service,,,false,Supplemental,https://raw.githubusercontent.com/Action1Corp/Remote-Agent-Catalog/main/rmm.csv,2026-09-15,
syncro,Windows,ProcessName,Syncro.Access.App.exe,equals,Interactive,,,false,Supplemental,https://raw.githubusercontent.com/Action1Corp/Remote-Agent-Catalog/main/rmm.csv,2026-09-15,
superops,Windows,SoftwareName,SuperOps,contains,Installation,,,true,VendorProduct,https://support.superops.com/en/articles/7899965-install-the-superops-agent,2026-09-15,
superops,Windows,SoftwareName,SuperOps Agent,contains,Installation,,,true,VendorProduct,https://support.superops.com/en/articles/7899965-install-the-superops-agent,2026-09-15,
level-io,Windows,SoftwareName,Level.io,contains,Installation,,,true,VendorProduct,https://docs.level.io/en/articles/6295280-installing-the-level-agent,2026-09-15,
level-io,Windows,ProcessName,level.exe,equals,Service,,,true,VendorVerified,https://docs.level.io/en/articles/6295280-installing-the-level-agent,2026-09-15,
tactical-rmm,Windows,SoftwareName,Tactical RMM,contains,Installation,,,true,VendorProduct,https://docs.tacticalrmm.com/install_agent/,2026-09-15,
tactical-rmm,Windows,SoftwareName,TacticalAgent,contains,Installation,,,true,VendorProduct,https://docs.tacticalrmm.com/install_agent/,2026-09-15,
tactical-rmm,Windows,ProcessName,tacticalrmm.exe,equals,Service,TacticalAgent,,true,VendorVerified,https://docs.tacticalrmm.com/install_agent/,2026-09-15,
meshcentral,Windows,SoftwareName,Mesh Agent,contains,Installation,,,true,VendorProduct,https://ylianst.github.io/MeshCentral/meshcentral/,2026-09-15,
meshcentral,Windows,SoftwareName,MeshCentral,contains,Installation,,,true,VendorProduct,https://ylianst.github.io/MeshCentral/meshcentral/,2026-09-15,
meshcentral,Windows,ProcessName,MeshAgent.exe,equals,Service,Mesh Agent,,true,VendorVerified,https://docs.tacticalrmm.com/install_agent/,2026-09-15,Tactical RMM vendor documentation explicitly references the bundled Mesh Agent path; MeshCentral deployments use the same agent family.
manageengine-endpoint-central,Windows,SoftwareName,Endpoint Central,contains,Installation,,,true,VendorProduct,https://www.manageengine.com/products/desktop-central/,2026-09-15,
manageengine-endpoint-central,Windows,SoftwareName,Desktop Central,contains,Installation,,,true,VendorProduct,https://www.manageengine.com/products/desktop-central/,2026-09-15,Legacy name.
manageengine-endpoint-central,Windows,ProcessName,dcagentservice.exe,equals,Service,,,true,VendorVerified,https://www.manageengine.com/desktop-management-msp/desktop_agent_symantec_endpoint.html,2026-09-15,
manageengine-endpoint-central,Windows,ProcessName,dcagenttrayicon.exe,equals,Agent,,,true,VendorVerified,https://www.manageengine.com/desktop-management-msp/desktop_agent_symantec_endpoint.html,2026-09-15,
manageengine-endpoint-central,Windows,ProcessName,dcconfig.exe,equals,Agent,,,true,VendorVerified,https://www.manageengine.com/desktop-management-msp/desktop_agent_symantec_endpoint.html,2026-09-15,
manageengine-endpoint-central,Windows,ProcessName,dcinventory.exe,equals,Utility,,,true,VendorVerified,https://www.manageengine.com/desktop-management-msp/desktop_agent_symantec_endpoint.html,2026-09-15,
manageengine-endpoint-central,Windows,ProcessName,dcpatchscan.exe,equals,Utility,,,true,VendorVerified,https://www.manageengine.com/desktop-management-msp/desktop_agent_symantec_endpoint.html,2026-09-15,
manageengine-endpoint-central,Windows,ProcessName,dcrdservice.exe,equals,SessionComponent,,,true,VendorVerified,https://www.manageengine.com/desktop-management-msp/desktop_agent_symantec_endpoint.html,2026-09-15,
manageengine-endpoint-central,Windows,ProcessName,dcrdsagentwindow.exe,equals,SessionComponent,,,true,VendorVerified,https://www.manageengine.com/desktop-management-msp/desktop_agent_symantec_endpoint.html,2026-09-15,
manageengine-remote-access-plus,Windows,SoftwareName,Remote Access Plus,contains,Installation,,,true,VendorProduct,https://www.manageengine.com/remote-desktop-management/help/agent-installation.html,2026-09-15,
manageengine-remote-access-plus,Windows,SoftwareName,ManageEngine Remote Access Plus,contains,Installation,,,true,VendorProduct,https://www.manageengine.com/remote-desktop-management/help/agent-installation.html,2026-09-15,
manageengine-remote-access-plus,Windows,ProcessName,DCAgent.exe,equals,Installer,,,true,VendorVerified,https://www.manageengine.com/remote-desktop-management/help/cloud-agent-installation.html,2026-09-15,"Installer/download filename, not a persistent runtime process."
itarian-remote-control,Windows,SoftwareName,ITarian Remote Control,contains,Installation,,,true,VendorProduct,https://help.itarian.com/,2026-09-15,
itarian-remote-control,Windows,SoftwareName,ITarian Communication Client,contains,Installation,,,true,VendorProduct,https://help.itarian.com/,2026-09-15,
itarian-remote-control,Windows,ProcessName,ITSMAgent.exe,equals,Service,,,false,Supplemental,https://raw.githubusercontent.com/Action1Corp/Remote-Agent-Catalog/main/rmm.csv,2026-09-15,
itarian-remote-control,Windows,ProcessName,ITSMService.exe,equals,Service,,,false,Supplemental,https://raw.githubusercontent.com/Action1Corp/Remote-Agent-Catalog/main/rmm.csv,2026-09-15,
itarian-remote-control,Windows,ProcessName,RDesktop.exe,equals,Interactive,,,false,Supplemental,https://raw.githubusercontent.com/Action1Corp/Remote-Agent-Catalog/main/rmm.csv,2026-09-15,
itarian-remote-control,Windows,ProcessName,RHost.exe,equals,Service,,,false,Supplemental,https://raw.githubusercontent.com/Action1Corp/Remote-Agent-Catalog/main/rmm.csv,2026-09-15,
itarian-remote-control,Windows,ProcessName,RmmService.exe,equals,Service,,,false,Supplemental,https://raw.githubusercontent.com/Action1Corp/Remote-Agent-Catalog/main/rmm.csv,2026-09-15,
domotz,Windows,SoftwareName,Domotz,contains,Installation,,,true,VendorProduct,https://help.domotz.com/onboarding-guides/domotz-installation-windows-os/,2026-09-15,
domotz,Windows,SoftwareName,Domotz Collector,contains,Installation,,,true,VendorProduct,https://help.domotz.com/onboarding-guides/domotz-installation-windows-os/,2026-09-15,
domotz,Windows,ProcessName,domotz_bash.exe,equals,Agent,,,false,Supplemental,https://raw.githubusercontent.com/Action1Corp/Remote-Agent-Catalog/main/rmm.csv,2026-09-15,
xeox,Windows,SoftwareName,XEOX,contains,Installation,,,true,VendorProduct,https://xeox.com/,2026-09-15,
xeox,Windows,ProcessName,xeox-agent_x64.exe,equals,Service,,,false,Supplemental,https://raw.githubusercontent.com/Action1Corp/Remote-Agent-Catalog/main/rmm.csv,2026-09-15,
xeox,Windows,ProcessName,xeox-agent_x86.exe,equals,Service,,,false,Supplemental,https://raw.githubusercontent.com/Action1Corp/Remote-Agent-Catalog/main/rmm.csv,2026-09-15,
xeox,Windows,ProcessName,xeox_service_windows.exe,equals,Service,,,false,Supplemental,https://raw.githubusercontent.com/Action1Corp/Remote-Agent-Catalog/main/rmm.csv,2026-09-15,
fleetdeck,Windows,SoftwareName,FleetDeck,contains,Installation,,,true,VendorProduct,https://fleetdeck.io/,2026-09-15,
fleetdeck,Windows,ProcessName,fleetdeck_agent.exe,equals,Agent,,,false,Supplemental,https://raw.githubusercontent.com/Action1Corp/Remote-Agent-Catalog/main/rmm.csv,2026-09-15,
fleetdeck,Windows,ProcessName,fleetdeck_agent_svc.exe,equals,Service,,,false,Supplemental,https://raw.githubusercontent.com/Action1Corp/Remote-Agent-Catalog/main/rmm.csv,2026-09-15,
fleetdeck,Windows,ProcessName,fleetdeck_commander_svc.exe,equals,Service,,,false,Supplemental,https://raw.githubusercontent.com/Action1Corp/Remote-Agent-Catalog/main/rmm.csv,2026-09-15,
fleetdeck,Windows,ProcessName,fleetdeck_commander_launcher.exe,equals,Interactive,,,false,Supplemental,https://raw.githubusercontent.com/Action1Corp/Remote-Agent-Catalog/main/rmm.csv,2026-09-15,
impero-connect,Windows,SoftwareName,Impero Connect,contains,Installation,,,true,VendorProduct,https://www.imperosoftware.com/impero-connect/,2026-09-15,
impero-connect,Windows,SoftwareName,Netop Remote Control,contains,Installation,,,true,VendorProduct,https://www.imperosoftware.com/impero-connect/,2026-09-15,Former name.
impero-connect,Windows,ProcessName,NHSTW32.EXE,equals,Service,,,false,Supplemental,https://raw.githubusercontent.com/Action1Corp/Remote-Agent-Catalog/main/rmm.csv,2026-09-15,Process family retained for coverage but not enabled until reconfirmed against current non-PDF vendor documentation.
impero-connect,Windows,ProcessName,NHOSTSVC.EXE,equals,Service,,,false,Supplemental,https://raw.githubusercontent.com/Action1Corp/Remote-Agent-Catalog/main/rmm.csv,2026-09-15,Process family retained for coverage but not enabled until reconfirmed against current non-PDF vendor documentation.
impero-connect,Windows,ProcessName,NGSTW32.EXE,equals,Viewer,,,false,Supplemental,https://raw.githubusercontent.com/Action1Corp/Remote-Agent-Catalog/main/rmm.csv,2026-09-15,Process family retained for coverage but not enabled until reconfirmed against current non-PDF vendor documentation.
impero-connect,Windows,ProcessName,NSSW32.EXE,equals,SessionComponent,,,false,Supplemental,https://raw.githubusercontent.com/Action1Corp/Remote-Agent-Catalog/main/rmm.csv,2026-09-15,Process family retained for coverage but not enabled until reconfirmed against current non-PDF vendor documentation.
impero-connect,Windows,ProcessName,NGWW32.EXE,equals,SessionComponent,,,false,Supplemental,https://raw.githubusercontent.com/Action1Corp/Remote-Agent-Catalog/main/rmm.csv,2026-09-15,Process family retained for coverage but not enabled until reconfirmed against current non-PDF vendor documentation.
impero-connect,Windows,ProcessName,NNSW32.EXE,equals,SessionComponent,,,false,Supplemental,https://raw.githubusercontent.com/Action1Corp/Remote-Agent-Catalog/main/rmm.csv,2026-09-15,Process family retained for coverage but not enabled until reconfirmed against current non-PDF vendor documentation.
